dataset_id	dataset_name	sample_id	probe_id	yugene_value
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep2	10384552	0.9926153217
6399	delValle_2013_23487312	Beta-catenin null -/- E-cadherin alpha fusion construct, replicate 2	10578545	0.9926147154
6231	Kojima_2013_24139757	EpiSCs_PS5_3	ILMN_1246408	0.9926117496
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep1	10565921	0.9926111689
6346	Brunskill_2014_24780627	Embryo at E8.5, floor plate neural epithelium 1	10514368	0.9926072117
6593	Szulzewsky_2015_25658639	Control microglia, replicate 3	10513181	0.9926071006
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male mesenchymal cells rep2	10545765	0.9926059104
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male mesenchymal cells rep2	10501857	0.9926059104
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male mesenchymal cells rep2	10496626	0.9926059104
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male mesenchymal cells rep2	10491967	0.9926059104
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male mesenchymal cells rep2	10480032	0.9926059104
6062	Jameson_2012_22438826	Gonad, Embryo 13.5 dpc male interstitial cells rep1	10417617	0.9926028988
6501	Nolan_2013_23871589a	Testis B	10353250	0.9926027533
6501	Nolan_2013_23871589a	Heart A	10532027	0.9926026897
6501	Nolan_2013_23871589a	Heart A	10523354	0.9926026897
6501	Nolan_2013_23871589a	Heart A	10384552	0.9926026897
5019	Pelekanos_2011_22099021	kCFU-f rep3	ILMN_1246408	0.9926024678
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch epidermal ectoderm 3	10411452	0.9925902869
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6-_1	10562639	0.9925876245
6455	Zigmond_2014_24890723	Ly6C High monocytes, 24 hrs, replicate 3	10463064	0.9925860172
6062	Jameson_2012_22438826	Gonad, Embryo 13.5 dpc male endothelial cells rep3	10528167	0.9925793232
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_1	10513181	0.992578759
6346	Brunskill_2014_24780627	Embryo at E9.5, epidermal ectoderm 7	10498405	0.9925755898
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT1	10578545	0.9925723465
6501	Nolan_2013_23871589a	Bone Marrow Day 21 C	10548143	0.992568613
6231	Kojima_2013_24139757	EpiSCs_PS4_1	ILMN_1246408	0.9925678675
6062	Jameson_2012_22438826	Gonad, 12.5 dpc female vascular associated mesenchymal stromal cells (sorted on Smaa-EYFP) rep1	10353250	0.9925625946
6593	Szulzewsky_2015_25658639	Control microglia, replicate 3	10498405	0.9925623513
6346	Brunskill_2014_24780627	Embryo at E9.5, epidermal ectoderm 2	10565921	0.9925553157
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male supporting cell precursors (pre-Sertoli) rep3	10579769	0.9925501019
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 1	10425903	0.9925493195
6198	Tonge_2014_Microarray_Fclass	D16CL10	ILMN_1377924	0.9925479655
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch 5	10447699	0.9925419644
5019	Pelekanos_2011_22099021	cCFU-f rep3	ILMN_1246408	0.992525158
6501	Nolan_2013_23871589a	Bone Marrow Day 21 A	10548143	0.9925192038
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Arm CD8+ Acute Day8	10545765	0.9925147322
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Arm CD8+ Acute Day8	10501857	0.9925147322
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Arm CD8+ Acute Day8	10496626	0.9925147322
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Arm CD8+ Acute Day8	10491967	0.9925147322
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Arm CD8+ Acute Day8	10480032	0.9925147322
6062	Jameson_2012_22438826	Gonad, 12.5 dpc female endothelial cells rep2	10417617	0.9924960021
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-3	10417617	0.9924954093
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 2 weeks GFP- rep2	10411452	0.9924918084
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_1	10368612	0.9924911555
5019	Pelekanos_2011_22099021	BM-MSC rep2	ILMN_1377924	0.9924814572
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d6 p i with LCMV-Clone 13 CD8+ Chronic Day6-3	10417617	0.9924752067
6501	Nolan_2013_23871589a	Muscle C	10417617	0.9924740274
6501	Nolan_2013_23871589a	Bone Marrow Day 21 A	10452415	0.9924733748
6455	Zigmond_2014_24890723	KC Steady State, replicate 1	10514368	0.9924646112
6062	Jameson_2012_22438826	Gonad, Embryo 13.5 dpc female endothelial cells rep1	10452415	0.9924635303
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 3	10386947	0.9924586687
6062	Jameson_2012_22438826	Gonad, Embryo 13.5 dpc male Sertoli cells rep1	10353250	0.9924479548
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_2	10514368	0.992446516
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_2	10571876	0.9924405175
6346	Brunskill_2014_24780627	Embryo at E10.5, control neuroepithelium not flanking facial emincences 2	10532027	0.9924401503
6346	Brunskill_2014_24780627	Embryo at E10.5, control neuroepithelium not flanking facial emincences 2	10523354	0.9924401503
6346	Brunskill_2014_24780627	Embryo at E10.5, control neuroepithelium not flanking facial emincences 2	10384552	0.9924401503
6310	Mackay_2013_24162776	skin_trm_3	10417617	0.9924392179
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male vascular associated mesenchymal cells rep3	10565921	0.9924326628
6501	Nolan_2013_23871589a	Bone Marrow Day 21 A	10579769	0.992427567
6501	Nolan_2013_23871589a	Brain A	10580590	0.9924269983
6146	Polo_2010_20644536_a	B cell-derived iPS, replicate 3	10414431	0.992425069
6062	Jameson_2012_22438826	Gonad, 11.5 dpc female supporting cell precursors (follicle cells/pre-Granulosa cells) rep3	10417617	0.9924209241
6501	Nolan_2013_23871589a	Lung C	10565921	0.9924196817
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d15 p i with LCMV-Clone 13 CD8+ Chronic Day15	10545765	0.9924155854
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d15 p i with LCMV-Clone 13 CD8+ Chronic Day15	10501857	0.9924155854
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d15 p i with LCMV-Clone 13 CD8+ Chronic Day15	10496626	0.9924155854
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d15 p i with LCMV-Clone 13 CD8+ Chronic Day15	10491967	0.9924155854
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d15 p i with LCMV-Clone 13 CD8+ Chronic Day15	10480032	0.9924155854
6593	Szulzewsky_2015_25658639	GBM associated microglia, replicate 2	10414431	0.9924150451
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male mesenchymal cells rep1	10565921	0.9924106019
6146	Polo_2010_20644536_a	Tail tip fibroblast-derived iPS, replicate 2	10414431	0.9924077715
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male vascular associated mesenchymal cells rep2	10528167	0.9924047684
5001	Ieda_2010_20691899	aMHC neonatal cardiomyocytes GFP+ rep1	10481344	0.9923993837
6346	Brunskill_2014_24780627	Embryo at E9.5, epidermal ectoderm 2	10532027	0.992396073
6346	Brunskill_2014_24780627	Embryo at E9.5, epidermal ectoderm 2	10523354	0.992396073
6346	Brunskill_2014_24780627	Embryo at E9.5, epidermal ectoderm 2	10384552	0.992396073
6501	Nolan_2013_23871589a	Bone Marrow Day 21 C	10565921	0.9923861085
6062	Jameson_2012_22438826	Gonad, Embryo 13.5 dpc female vascular associated mesenchymal stromal cells (sorted on Mafb-EGFP) rep3	10452415	0.9923857306
6198	Tonge_2014_Microarray_Fclass	D16CL9	ILMN_1377924	0.9923855305
6346	Brunskill_2014_24780627	Embryo at E10.5, rathke's pouch 5	10532027	0.992382297
6346	Brunskill_2014_24780627	Embryo at E10.5, rathke's pouch 5	10523354	0.992382297
6346	Brunskill_2014_24780627	Embryo at E10.5, rathke's pouch 5	10384552	0.992382297
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch epidermal ectoderm 3	10545765	0.9923793289
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch epidermal ectoderm 3	10501857	0.9923793289
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch epidermal ectoderm 3	10496626	0.9923793289
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch epidermal ectoderm 3	10491967	0.9923793289
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch epidermal ectoderm 3	10480032	0.9923793289
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male supporting cell precursors (pre-Sertoli) rep3	10528167	0.9923771496
6331	Tako_2013_24194537	Duodenum G.duodenalis, mouse 4	101214_f_at	0.9923717563
6231	Kojima_2013_24139757	EpiSC9_3	ILMN_1377924	0.9923664992
6399	delValle_2013_23487312	Beta-catenin flox/-, replicate 1	10463064	0.9923615813
6062	Jameson_2012_22438826	Gonad, 11.5 dpc female mesenchymal cells rep2	10565921	0.9923585012
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_1	10455780	0.9923568581
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 3	10425903	0.9923567846
6062	Jameson_2012_22438826	Gonad, 12.5 dpc interstitial cell subset and fetal Leydig cells rep1	10417617	0.992345406
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 2	10386947	0.992345104
6501	Nolan_2013_23871589a	Bone Marrow Day 21 C	10528167	0.9923405095
6346	Brunskill_2014_24780627	Embryo at E10.5, medial nasal prominence 4	10353250	0.9923393819
6593	Szulzewsky_2015_25658639	Control microglia, replicate 3	10423180	0.9923386878
6086	Bigas_2012_22802352	endothelial-like cell cKit(+) CD31(+) CD45(-) rep1	10353250	0.9923307769
6062	Jameson_2012_22438826	Gonad, Embryo 13.5 dpc male Sertoli cells rep2	10579769	0.9923233686
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6-_1	10520390	0.9923233204
6198	Tonge_2014_Microarray_Fclass	D16CL14	ILMN_1377924	0.9923203821
6310	Mackay_2013_24162776	skin_γδ_detc_3	10565921	0.9923181336
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_1	10514368	0.9923176689
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_2	10426435	0.992313523
6310	Mackay_2013_24162776	skin_trm_2	10417617	0.9923134522
6346	Brunskill_2014_24780627	Embryo at E10.5, mandibular arch epidermal ectoderm 2	10452415	0.9923064034
6501	Nolan_2013_23871589a	Bone Marrow Steady State A v2	10411452	0.9923023831
6501	Nolan_2013_23871589a	Bone Marrow Steady State A	10411452	0.9923023831
6310	Mackay_2013_24162776	skin_trm_3	10548143	0.9922998514
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d15 p i with LCMV-Arm CD8+ Acute Day15-2	10548143	0.9922985664
6198	Tonge_2014_Microarray_Fclass	D16CL6	ILMN_1377924	0.9922983657
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep1	10545765	0.992293692
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep1	10501857	0.992293692
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep1	10496626	0.992293692
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep1	10491967	0.992293692
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep1	10480032	0.992293692
5001	Ieda_2010_20691899	aMHC neonatal cardiomyocytes GFP+ rep2	10422161	0.992293601
6501	Nolan_2013_23871589a	Spleen B	10532027	0.9922879684
6501	Nolan_2013_23871589a	Spleen B	10523354	0.9922879684
6501	Nolan_2013_23871589a	Spleen B	10384552	0.9922879684
6346	Brunskill_2014_24780627	Embryo at E10.5, olfactory pit 3	10565921	0.992278038
6264	Ding_2012_22281595	SCF-GFP+, replicate 3	10565921	0.9922741256
6310	Mackay_2013_24162776	skin_γδ_detc_3	10580590	0.9922730083
6074	Macfarlan_2012_22722858a	mESC 2C tomato - WT2	10386947	0.9922666753
6483	Tonge_2014_IPSC-Myc_microarray	Tet-Myc2 0h	ILMN_1377924	0.9922611636
6231	Kojima_2013_24139757	EpiSCs_LB1_1	ILMN_1246408	0.9922566676
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d6 p i with LCMV-Arm CD8+ Acute Day6-2	10532027	0.9922537207
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d6 p i with LCMV-Arm CD8+ Acute Day6-2	10523354	0.9922537207
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d6 p i with LCMV-Arm CD8+ Acute Day6-2	10384552	0.9922537207
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male supporting cell precursors (pre-Sertoli) rep3	10353250	0.9922475095
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT1	10463064	0.9922432247
6146	Polo_2010_20644536_a	Skeletal muscle precursor-derived iPS, replicate 3	10425903	0.992240036
6455	Zigmond_2014_24890723	Ly6C Low MDMs, 72 hrs, replicate 1	10409200	0.9922321508
6501	Nolan_2013_23871589a	Heart C	10417617	0.9922319328
6501	Nolan_2013_23871589a	Liver Day 4 Post Hepatectomy C	10411452	0.9922298255
6501	Nolan_2013_23871589a	Liver Day 6 Post Hepatectomy C	10422161	0.9922273463
6198	Tonge_2014_Microarray_Fclass	D16CL26	ILMN_1377924	0.9922264188
6062	Jameson_2012_22438826	Gonad, 11.5 dpc female mesenchymal cells rep2	10545765	0.9922241848
6062	Jameson_2012_22438826	Gonad, 11.5 dpc female mesenchymal cells rep2	10501857	0.9922241848
6062	Jameson_2012_22438826	Gonad, 11.5 dpc female mesenchymal cells rep2	10496626	0.9922241848
6062	Jameson_2012_22438826	Gonad, 11.5 dpc female mesenchymal cells rep2	10491967	0.9922241848
6062	Jameson_2012_22438826	Gonad, 11.5 dpc female mesenchymal cells rep2	10480032	0.9922241848
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_1	10498405	0.9922237856
6062	Jameson_2012_22438826	Gonad, 12.5 dpc female vascular associated mesenchymal stromal cells (sorted on Smaa-EYFP) rep2	10548143	0.9922216798
6231	Kojima_2013_24139757	epiblast_Cav1	ILMN_2588056	0.9922213953
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 2 weeks GFP- rep2	10422161	0.9922169361
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male vascular associated mesenchymal cells rep3	10532027	0.9922156069
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male vascular associated mesenchymal cells rep3	10523354	0.9922156069
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male vascular associated mesenchymal cells rep3	10384552	0.9922156069
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-3	10353250	0.9922113623
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 4 weeks GFP- rep3	10579769	0.9922072691
6501	Nolan_2013_23871589a	Liver Day 2 Post Hepatectomy A	10481344	0.9922027445
6062	Jameson_2012_22438826	Gonad and mesonephros, 11.5 dpc male endothelial cells rep3	10528167	0.9922010275
6231	Kojima_2013_24139757	EpiSCs_CAV1_3	ILMN_1246408	0.9922000357
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 2 weeks GFP- rep1	10422161	0.9921972824
6501	Nolan_2013_23871589a	Bone Marrow Day 21 B	10532027	0.992191343
6501	Nolan_2013_23871589a	Bone Marrow Day 21 B	10523354	0.992191343
6501	Nolan_2013_23871589a	Bone Marrow Day 21 B	10384552	0.992191343
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_1	10520390	0.9921876711
6399	delValle_2013_23487312	Beta-catenin null -/- E-cadherin alpha fusion construct, replicate 1	10554817	0.9921863099
6501	Nolan_2013_23871589a	Glomerulus A	10422161	0.992184008
6062	Jameson_2012_22438826	Gonad, 12.5 dpc female supporting cell precursors (follicle cells/pre-Granulosa cells) rep3	10452415	0.9921795879
6062	Jameson_2012_22438826	Gonad, 12.5 dpc female vascular associated mesenchymal stromal cells (sorted on Smaa-EYFP) rep2	10353250	0.9921764126
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_2	10514368	0.9921751191
6198	Tonge_2014_Microarray_Fclass	D16CL17	ILMN_1377924	0.9921737348
6231	Kojima_2013_24139757	epiblast_EB3	ILMN_2588056	0.992172621
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male supporting cell precursors (pre-Sertoli) rep1	10580590	0.9921709071
6062	Jameson_2012_22438826	Gonad, 12.5 dpc interstitial cell subset and fetal Leydig cells rep3	10417617	0.9921705916
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep3	10580590	0.9921670475
6074	Macfarlan_2012_22722858a	mESC 2C tomato + WT3	10425903	0.9921625618
6310	Mackay_2013_24162776	skin_trm_3	10532027	0.9921606023
6310	Mackay_2013_24162776	skin_trm_3	10523354	0.9921606023
6310	Mackay_2013_24162776	skin_trm_3	10384552	0.9921606023
5019	Pelekanos_2011_22099021	kCFU-f rep3	ILMN_1377924	0.9921591154
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d6 p i with LCMV-Clone 13 CD8+ Chronic Day6	10579769	0.9921588746
6593	Szulzewsky_2015_25658639	Control microglia, replicate 1	10514368	0.9921560237
6231	Kojima_2013_24139757	EpiSCs_CAV1_1	ILMN_1246408	0.9921464113
6501	Nolan_2013_23871589a	Brain C	10579769	0.9921429338
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 2	10386947	0.9921423801
6346	Brunskill_2014_24780627	Embryo at E10.5, olfactory pit 3	10532027	0.9921309695
6346	Brunskill_2014_24780627	Embryo at E10.5, olfactory pit 3	10523354	0.9921309695
6346	Brunskill_2014_24780627	Embryo at E10.5, olfactory pit 3	10384552	0.9921309695
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d15 p i with LCMV-Clone 13 CD8+ Chronic Day15-3	10548143	0.9921230556
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep3	10532027	0.9921222707
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep3	10523354	0.9921222707
6062	Jameson_2012_22438826	Gonad, 12.5 dpc male Sertoli cells rep3	10384552	0.9921222707
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male supporting cell precursors (pre-Sertoli) rep2	10545765	0.9921188046
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male supporting cell precursors (pre-Sertoli) rep2	10501857	0.9921188046
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male supporting cell precursors (pre-Sertoli) rep2	10496626	0.9921188046
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male supporting cell precursors (pre-Sertoli) rep2	10491967	0.9921188046
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male supporting cell precursors (pre-Sertoli) rep2	10480032	0.9921188046
6346	Brunskill_2014_24780627	Embryo at E8.5, mesenchyme 3	10452415	0.9921182072
6501	Nolan_2013_23871589a	Lung C	10548143	0.9921126361
6231	Kojima_2013_24139757	EpiSCs_LMS2_1	ILMN_1246408	0.9921102532
6231	Kojima_2013_24139757	EpiSCs_EB1b_2	ILMN_1246408	0.9921048565
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_1	10447699	0.9921010332
6062	Jameson_2012_22438826	Gonad, Embryo 13.5 dpc female supporting cell precursors (follicle cells/pre-Granulosa cells) rep2	10452415	0.9921001763
6108	Mikkelsen_2008_18509334	B-iPS Mature-B-lymphocyte-derived iPS cells replicate 2	1418625_s_at	0.9920994749
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d15 p i with LCMV-Clone 13 CD8+ Chronic Day15-2	10579769	0.9920990696
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6-_2	10571876	0.9920985511
6062	Jameson_2012_22438826	Gonad, 11.5 dpc male vascular associated mesenchymal cells rep2	10579769	0.9920960709
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_2	10492658	0.9920919746
5001	Ieda_2010_20691899	aMHC neonatal cardio fibroblasts GFP- rep1	10353250	0.9920908644
6346	Brunskill_2014_24780627	Embryo at E9.5, epidermal ectoderm 1	10455780	0.9920875821
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_2	10492658	0.9920867004
4000	Asselin-Labat_2010_20383121	luminal_GSM511125	ILMN_2588056	0.9920841465
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d6 p i with LCMV-Arm CD8+ Acute Day6-1	10353250	0.9920747699
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 4 weeks GFP- rep3	10548143	0.9920703059
6501	Nolan_2013_23871589a	Bone Marrow Steady State B v2	10411452	0.9920671625
6501	Nolan_2013_23871589a	Bone Marrow Steady State B	10411452	0.9920671625
6231	Kojima_2013_24139757	EpiSCs_CAV4_2	ILMN_1246408	0.9920668765
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d6 p i with LCMV-Clone 13 CD8+ Chronic Day6	10528167	0.9920651121
6346	Brunskill_2014_24780627	Embryo at E10.5, maxillary arch epidermal ectoderm 3	10353250	0.9920629483
6501	Nolan_2013_23871589a	Bone Marrow Day 21 A	10528167	0.9920613894
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 1	10386947	0.9920602519
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_1	10409200	0.9920577175
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 4 weeks GFP- rep2	10532027	0.9920559796
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 4 weeks GFP- rep2	10523354	0.9920559796
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 4 weeks GFP- rep2	10384552	0.9920559796
6062	Jameson_2012_22438826	Gonad, Embryo 13.5 dpc male Sertoli cells rep1	10528167	0.9920404151
5019	Pelekanos_2011_22099021	BM-MSC rep4	ILMN_1377924	0.9920311763
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d30 p i with LCMV-Clone 13 CD8+ Chronic Day30	10528167	0.9920238136
6455	Zigmond_2014_24890723	Ly6C Low MDMs, 72 hrs, replicate 3	10409200	0.9920232522
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-3	10532027	0.9920220813
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-3	10523354	0.9920220813
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-3	10384552	0.9920220813
6315	Henrickson_2013_24054328	NH2009121436	1418625_s_at	0.9920161139
6062	Jameson_2012_22438826	Gonad, Embryo 13.5 dpc male endothelial cells rep3	10565921	0.9920157324
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 3	10554817	0.9920105641
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-2	10545765	0.9920101395
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-2	10501857	0.9920101395
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-2	10496626	0.9920101395
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-2	10491967	0.9920101395
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d8 p i with LCMV-Clone 13 CD8+ Chronic Day8-2	10480032	0.9920101395
6501	Nolan_2013_23871589a	Lung A	10579769	0.9920093027
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d6 p i with LCMV-Clone 13 CD8+ Chronic Day6-3	10353250	0.9920058329
6313	Doering_2012_23159438	H2-Db GP33-specific CD8+ T cells from C57BL/6 d15 p i with LCMV-Clone 13 CD8+ Chronic Day15-2	10528167	0.9920050111
6310	Mackay_2013_24162776	skin_γδ_detc_2	10417617	0.9920042214
6086	Bigas_2012_22802352	endothelial-like cell cKit(-) CD31(+) CD45(-) rep3	10353250	0.9920022455
6316	Liu_2012_22987803	CD4T_Cxcr5-Bcl6-_1	10374764	0.9920021077
6501	Nolan_2013_23871589a	Bone Marrow Day 10 C	10422161	0.9920009221
6346	Brunskill_2014_24780627	Embryo at E10.5, rathke's pouch 5	10565921	0.9919997364
6316	Liu_2012_22987803	CD4T_Cxcr5+Bcl6+_2	10422655	0.9919982972
6146	Polo_2010_20644536_a	Granulocyte-derived iPS, replicate 2	10425903	0.9919971464
6483	Tonge_2014_IPSC-Myc_microarray	Tet-Myc1 48h	ILMN_1377924	0.9919970985
6399	delValle_2013_23487312	Beta-catenin null -/-, replicate 1	10386947	0.9919950274
6198	Tonge_2014_Microarray_Fclass	D16CL7	ILMN_1377924	0.9919946173
6483	Tonge_2014_IPSC-Myc_microarray	Tet-Myc1 0h	ILMN_1377924	0.991994266
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 2 weeks GFP- rep3	10455780	0.9919938847
6231	Kojima_2013_24139757	EpiSCs_CAV2_3_amp	ILMN_2588056	0.9919927411
6501	Nolan_2013_23871589a	Heart A	10417617	0.9919835204
6198	Tonge_2014_Microarray_Fclass	D16CL15	ILMN_1377924	0.9919828606
5001	Ieda_2010_20691899	aMHC neonatal cardiac fibroblasts 4 weeks GFP- rep3	10528167	0.9919790242
6231	Kojima_2013_24139757	epiblast_LS2	ILMN_2588056	0.991978722
6346	Brunskill_2014_24780627	Embryo at E10.5, medial nasal prominence 2	10532027	0.9919768303
6346	Brunskill_2014_24780627	Embryo at E10.5, medial nasal prominence 2	10523354	0.9919768303
6346	Brunskill_2014_24780627	Embryo at E10.5, medial nasal prominence 2	10384552	0.9919768303
6346	Brunskill_2014_24780627	Embryo at E10.5, olfactory pit 2	10545765	0.9919758537
6346	Brunskill_2014_24780627	Embryo at E10.5, olfactory pit 2	10501857	0.9919758537
6346	Brunskill_2014_24780627	Embryo at E10.5, olfactory pit 2	10496626	0.9919758537
6346	Brunskill_2014_24780627	Embryo at E10.5, olfactory pit 2	10491967	0.9919758537
6346	Brunskill_2014_24780627	Embryo at E10.5, olfactory pit 2	10480032	0.9919758537
5019	Pelekanos_2011_22099021	kCFU-f rep2	ILMN_1246408	0.9919715519
6593	Szulzewsky_2015_25658639	Control microglia, replicate 1	10571876	0.9919708264
